Voter_Id,Election_Year,State,Sex,Age_Range,Candidate_Supported,perceptions_of_electoral_integrity_index,State_Electoral_Integrity,National_Electoral_Integrity,Laws_Discriminated,Laws_Favored_Incumbent,Laws_Restricted_Citizen_Rights,Electoral_Laws_Index,Election_Managed_Well,Voting_Information_Available,Election_Officials_Fair,Election_Followed_Law,Election_Procedures_Index,Boundaries_Discriminated,Boundaries_Favored_Incumbent,Boundaries_Impartial,Voting_District_Boundaries_Index,Citizens_Not_Found_in_Register,Register_Inaccurate,Ineligible_Voters_Registered,Voter_Registration_Index,Opposition_Prevented,Women_Provided_Opportunity,Leaders_Selected_Candidates,Campaign_Rallies_Restricted,Party/Candidate_Registration_Index,Newspapers_Balanced,Television_Favored_Incumbent,Media_Access_Fair,Media_Coverage_Fair,Social_Media_Exposed_Fraud,Media_Coverage_Index,Subsidy_Access_Fair,Donation_Access_Fair,Campaign_Accounts_Transparent,Elections_Bought_by_Rich,Resources_Improperly_Used,Campaign_Finance_Index,Voters_Threatened_with_Violence,Fradulent_Votes_Cast,Voting_Process_Easy,Choice_of_Candidates,Postal_Ballots_Available,Disabled_Provided_Access,Expatriates_Able_to_Vote,Internet_Ballots_Available,Voting_Process_Index,Ballot_Boxes_Secure,Results_Announced_Without_Delay,Vote_Count_Fair,International_Monitors_Restricted,Domestic_Monitors_Restricted,Vote_Count_Index,Results_Challenged,Protests_Peaceful,Protests_Violent,Dispute_Resolved_in_Courts,Election_Results_Index,Authorities_Impartial,Information_Distributed,Authorities_Scrutinized,Authorities_Performed_Well,Electoral_Authorities_Index,Election_Rigged,Deadlines_Restrictive,Voters_Waited,Voters_Intimidated,Multiple_Ballots_Cast,Machines_Accurate,Records_Secure,Votes_Counted_Quickly,Outcome_Reflected_Popular_Will
CLI-2026-04,2016,Texas,Male,60-69,Clinton,55.71,4,4,Agree,Agree,Strongly Agree,16.67,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,0,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,54.17,Not Applicable,Agree,Strongly Disagree,Neither Agree Nor Disagree,75,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,60,Not Applicable,Not Applicable,Agree,Strongly Agree,Not Applicable,52,Don't Know,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Don't Know,75.78,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Not Applicable,85.25,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree
CLI-2026-04,2016,Texas,Male,30-39,Clinton,59.67,8,9,Agree,Agree,Strongly Agree,16.67,Agree,Disagree,Agree,Agree,62.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Disagree,Don't Know,64.58,Disagree,Disagree,Disagree,Strongly Disagree,60,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,65,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,62.5,Agree,Agree,Agree,Don't Know,Disagree,76.5,Disagree,Agree,Disagree,Not Applicable,61.88,Agree,Agree,Agree,Agree,75,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Texas,Female,30-39,Clinton,60.87,8,8,Agree,Agree,Agree,25,Agree,Agree,Agree,Agree,75,Don't Know,Agree,Disagree,24.17,Don't Know,Don't Know,Don't Know,51.25,Disagree,Agree,Disagree,Disagree,75,Neither Agree Nor Disagree,Agree,Agree,Agree,Don't Know,49.5,Agree,Don't Know,Agree,Neither Agree Nor Disagree,Don't Know,62.75,Don't Know,Don't Know,Agree,Agree,Agree,Agree,Agree,Disagree,65.47,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Agree,Disagree,Don't Know,61.56,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Disagree,Neither Agree Nor Disagree,Don't Know,Agree,Agree,Strongly Agree,Agree
N/A,2016,Texas,Male,30-39,,61.99,9,7,Disagree,Disagree,Agree,58.33,Don't Know,Agree,Agree,Agree,75.31,Agree,Strongly Agree,Disagree,16.67,Don't Know,Don't Know,Don't Know,49.17,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,65,Agree,Don't Know,Don't Know,Agree,Don't Know,59,Don't Know,Don't Know,Agree,Disagree,Don't Know,66.25,Disagree,Disagree,Agree,Don't Know,Agree,Don't Know,Agree,Don't Know,61.72,Agree,Agree,Agree,Don't Know,Don't Know,73.75,Disagree,Disagree,Disagree,Disagree,62.5,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Strongly Agree,Don't Know,Don't Know,Agree,Agree,Agree,Agree
CLI-2026-04,2016,Texas,Male,30-39,Clinton,70.82,10,10,Agree,Agree,Strongly Agree,16.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Agree,Agree,Strongly Disagree,8.33,Don't Know,Don't Know,Disagree,51.25,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,90,Agree,Disagree,Agree,Agree,Disagree,65,Agree,Disagree,Agree,Disagree,Strongly Disagree,70,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,71.88,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,94.25,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,67.5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
N/A,2016,Texas,Male,60-69,,69.03,9,9,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Agree,Neither Agree Nor Disagree,50,Don't Know,Disagree,Disagree,63.33,Disagree,Strongly Agree,Disagree,Strongly Disagree,90,Disagree,Agree,Neither Agree Nor Disagree,Disagree,Don't Know,30.75,Not Applicable,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Disagree,74.25,Strongly Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,68.75,Agree,Agree,Agree,Not Applicable,Disagree,73.5,Disagree,Disagree,Strongly Disagree,Agree,81.25,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Texas,Male,40-49,Clinton,38.57,5,4,Strongly Agree,Strongly Agree,Agree,8.33,Disagree,Disagree,Agree,Agree,50,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,56.25,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,55,Strongly Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,45,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,25,Don't Know,Don't Know,Agree,Strongly Disagree,Strongly Agree,Don't Know,Agree,Strongly Disagree,58.91,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Agree,Don't Know,35,Agree,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,31.25,Disagree,Disagree,Disagree,Disagree,25,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
CLI-2026-04,2016,Texas,Male,70-79,Clinton,71.48,7,7,Neither Agree Nor Disagree,Agree,Agree,33.33,Agree,Agree,Agree,Agree,75,Agree,Strongly Agree,Disagree,16.67,Don't Know,Disagree,Don't Know,66.25,Disagree,Strongly Agree,Disagree,Strongly Disagree,90,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Don't Know,82.5,Agree,Disagree,Disagree,Disagree,Disagree,55,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Don't Know,76.56,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Don't Know,Strongly Agree,Strongly Disagree,Strongly Agree,63.44,Agree,Strongly Agree,Agree,Strongly Agree,87.5,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Texas,Male,40-49,Clinton,48.32,6,8,Strongly Agree,Strongly Agree,Agree,8.33,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,Disagree,56.25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Strongly Agree,Strongly Disagree,41.67,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,50,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,30,Agree,Agree,Disagree,Agree,Neither Agree Nor Disagree,50,Strongly Agree,Strongly Disagree,Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,65.63,Agree,Agree,Agree,Don't Know,Agree,63.5,Strongly Disagree,Agree,Agree,Strongly Agree,62.5,Disagree,Agree,Agree,Agree,62.5,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree
CLI-2026-04,2016,Texas,Male,30-39,Clinton,54.08,7,7,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,16.67,Disagree,Disagree,Agree,Don't Know,52.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,55.42,Don't Know,Agree,Disagree,Don't Know,69.25,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,60,Don't Know,Disagree,Neither Agree Nor Disagree,Disagree,Don't Know,55,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,80,Disagree,Agree,Disagree,Don't Know,63.13,Agree,Disagree,Agree,Agree,62.5,Strongly Disagree,Strongly Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree
CLI-2026-04,2016,Texas,Male,40-49,Clinton,59.54,6,8,Disagree,Strongly Agree,Strongly Disagree,58.33,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,62.5,Neither Agree Nor Disagree,Agree,Strongly Disagree,25,Don't Know,Don't Know,Don't Know,61.25,Disagree,Agree,Disagree,Disagree,75,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,51.25,Don't Know,Neither Agree Nor Disagree,Don't Know,Neither Agree Nor Disagree,Don't Know,53.5,Don't Know,Don't Know,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Don't Know,Agree,Don't Know,61.41,Agree,Agree,Agree,Not Applicable,Don't Know,75.75,Neither Agree Nor Disagree,Agree,Disagree,Don't Know,58.13,Don't Know,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,58.13,Strongly Disagree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree
N/A,2016,Texas,Male,50-59,,60.77,9,9,Agree,Agree,Neither Agree Nor Disagree,33.33,Agree,Agree,Agree,Agree,75,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,16.67,Don't Know,Disagree,Disagree,62.08,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,90,Disagree,Agree,Agree,Neither Agree Nor Disagree,Disagree,40,,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Disagree,38.25,Disagree,Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,Strongly Disagree,62.5,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,75,Disagree,Agree,Strongly Disagree,Strongly Agree,75,Strongly Agree,Agree,Agree,Agree,81.25,Disagree,Neither Agree Nor Disagree,Agree,Disagree,Disagree,Agree,,Strongly Agree,Disagree
CLI-2026-04,2016,Texas,Female,50-59,Clinton,49.57,6,5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,33.33,Agree,Agree,Agree,Agree,75,Strongly Agree,Don't Know,Strongly Disagree,2.92,Strongly Agree,Don't Know,Don't Know,40.42,Don't Know,Agree,Strongly Agree,Don't Know,55.75,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,25,Disagree,Disagree,Disagree,Disagree,Don't Know,42.75,Don't Know,Don't Know,Agree,Agree,Don't Know,Don't Know,Agree,Disagree,63.91,Don't Know,Agree,Strongly Agree,Don't Know,Don't Know,75.5,Disagree,Strongly Agree,Disagree,Don't Know,53.75,Disagree,Disagree,Don't Know,Don't Know,44.38,Disagree,Don't Know,Don't Know,Don't Know,Don't Know,Agree,Agree,Disagree,Disagree
CLI-2026-04,2016,Texas,Male,40-49,Clinton,58.98,6,6,Agree,Strongly Agree,Strongly Agree,8.33,Agree,Neither Agree Nor Disagree,Don't Know,Agree,67.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,52.92,Neither Agree Nor Disagree,Agree,Disagree,Strongly Disagree,74.5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Don't Know,Neither Agree Nor Disagree,Don't Know,50.75,Don't Know,Agree,Agree,Neither Agree Nor Disagree,Don't Know,66.5,Don't Know,Don't Know,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Don't Know,Agree,Disagree,63.28,Don't Know,Agree,Don't Know,Don't Know,Don't Know,76.25,Disagree,Disagree,Disagree,Agree,75,Don't Know,Agree,Don't Know,Don't Know,72.5,Disagree,Strongly Agree,Agree,Don't Know,Disagree,Don't Know,Don't Know,Agree,Disagree
N/A,2016,Texas,Female,40-49,,,7,7,Agree,Strongly Agree,Agree,16.67,Agree,Neither Agree Nor Disagree,Agree,Agree,68.75,Don't Know,Strongly Agree,Strongly Disagree,,Don't Know,Don't Know,Don't Know,,Disagree,Neither Agree Nor Disagree,Don't Know,Disagree,,Disagree,Neither Agree Nor Disagree,Agree,Disagree,Disagree,40,Disagree,Disagree,Strongly Disagree,Agree,Don't Know,,Neither Agree Nor Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,65.63,Don't Know,Agree,Agree,Disagree,Disagree,,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,62.5,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree
CLI-2026-04,2016,Texas,Male,60-69,Clinton,61.68,9,9,Strongly Agree,Strongly Disagree,Agree,41.67,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Agree,Agree,Disagree,25,Agree,Agree,Disagree,41.67,Disagree,Agree,Strongly Disagree,Strongly Disagree,85,Disagree,Disagree,Agree,Disagree,Agree,55,Not Applicable,Agree,Disagree,Agree,Neither Agree Nor Disagree,44.5,Neither Agree Nor Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,65.63,Agree,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,65,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Agree,Agree,75,Agree,Disagree,Agree,Don't Know,Disagree,Agree,Agree,Agree,Disagree
CLI-2026-04,2016,Texas,Female,40-49,Clinton,49.67,7,5,Neither Agree Nor Disagree,Strongly Agree,Agree,25,Agree,Disagree,Agree,Agree,62.5,Agree,Strongly Agree,Strongly Disagree,8.33,Agree,Agree,Disagree,41.67,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,65,Disagree,Disagree,Disagree,Disagree,Disagree,35,Agree,Agree,Strongly Disagree,Agree,Agree,40,Agree,Neither Agree Nor Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Don't Know,48.91,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Agree,Disagree,Don't Know,60.63,Agree,Disagree,Agree,Agree,62.5,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,,Agree,Strongly Agree,Strongly Disagree
STE-2026-01,2016,Texas,Male,60-69,Stein,52.02,5,4,Agree,Agree,Agree,25,Agree,Agree,Agree,Agree,75,Strongly Agree,Neither Agree Nor Disagree,Disagree,25,Don't Know,Don't Know,Don't Know,47.92,Neither Agree Nor Disagree,Disagree,Don't Know,Don't Know,51,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Neither Agree Nor Disagree,Disagree,Don't Know,Strongly Agree,Don't Know,33.75,Don't Know,Don't Know,Agree,Disagree,Don't Know,Don't Know,Don't Know,Strongly Disagree,60.47,Agree,Agree,Agree,Don't Know,Don't Know,70,Strongly Disagree,Don't Know,Don't Know,Don't Know,63.75,Neither Agree Nor Disagree,Disagree,Don't Know,Neither Agree Nor Disagree,48.13,Neither Agree Nor Disagree,Don't Know,Don't Know,Don't Know,Strongly Disagree,Agree,Agree,Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Texas,Male,60-69,Clinton,54.08,7,7,Strongly Agree,Strongly Agree,Agree,8.33,Agree,Disagree,Strongly Agree,Neither Agree Nor Disagree,62.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Strongly Agree,Strongly Agree,Disagree,25,Agree,Strongly Agree,Disagree,Strongly Disagree,80,Agree,Disagree,Agree,Agree,Neither Agree Nor Disagree,70,Strongly Disagree,Agree,Agree,Agree,Disagree,50,Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,62.5,Agree,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,65,Disagree,Agree,Disagree,Agree,62.5,Disagree,Agree,Agree,Neither Agree Nor Disagree,56.25,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree
CLI-2026-04,2016,Texas,Male,30-39,Clinton,57.81,7,8,Agree,Agree,Neither Agree Nor Disagree,33.33,Agree,Neither Agree Nor Disagree,Agree,Agree,68.75,Strongly Agree,Strongly Agree,Disagree,8.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Agree,Agree,Disagree,Neither Agree Nor Disagree,60,Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,70,Agree,Agree,Neither Agree Nor Disagree,Agree,Disagree,60,Neither Agree Nor Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,62.5,Agree,Strongly Agree,Agree,Don't Know,Don't Know,79.75,Disagree,Strongly Agree,Agree,Agree,43.75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Don't Know,Agree,58.44,Disagree,Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Agree,Agree,Agree,Agree
N/A,2016,Texas,Female,30-39,,57.24,7,7,Agree,Agree,Agree,25,Agree,Neither Agree Nor Disagree,Agree,Agree,68.75,Agree,Agree,Neither Agree Nor Disagree,33.33,Don't Know,Don't Know,Don't Know,41.25,Disagree,Disagree,Disagree,Don't Know,52.5,Agree,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,65,Don't Know,Don't Know,Disagree,Don't Know,Don't Know,45.25,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Don't Know,Don't Know,Agree,Strongly Disagree,59.38,Agree,Agree,Agree,Not Applicable,Don't Know,70.25,Disagree,Agree,Strongly Disagree,Don't Know,66.56,Agree,Agree,Strongly Agree,Agree,81.25,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
N/A,2016,Texas,Male,50-59,,54.08,8,8,Neither Agree Nor Disagree,Agree,Agree,33.33,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,31.25,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,47.5,Neither Agree Nor Disagree,Don't Know,Strongly Disagree,Disagree,72.25,Agree,Disagree,Agree,Agree,Agree,75,Not Applicable,Neither Agree Nor Disagree,Disagree,Agree,Don't Know,41.5,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,Agree,Strongly Disagree,59.38,Agree,Agree,Agree,Don't Know,Disagree,72.75,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Agree,75,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,31.25,Disagree,Agree,Agree,Neither Agree Nor Disagree,Disagree,Agree,Agree,Agree,Agree
N/A,2016,Texas,Female,30-39,,,9,8,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,41.67,Strongly Agree,Agree,Strongly Agree,Don't Know,,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,,Agree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Disagree,20,Don't Know,Strongly Agree,Don't Know,Neither Agree Nor Disagree,Don't Know,,Don't Know,Don't Know,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,,Don't Know,Strongly Agree,Strongly Agree,Don't Know,Don't Know,,Disagree,Agree,Disagree,Don't Know,,Neither Agree Nor Disagree,Agree,Don't Know,Agree,,Strongly Disagree,Disagree,Agree,Don't Know,Disagree,Agree,Agree,Strongly Agree,Disagree
CLI-2026-04,2016,Texas,Male,60-69,Clinton,58.98,7,7,Agree,Agree,Agree,25,Strongly Agree,Disagree,Disagree,Agree,56.25,Agree,Agree,Disagree,25,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Agree,Disagree,Disagree,75,Agree,Disagree,Agree,Agree,Neither Agree Nor Disagree,70,Not Applicable,Disagree,Disagree,Agree,Agree,30.5,Neither Agree Nor Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,65.63,Agree,Agree,Agree,Not Applicable,Disagree,72.5,Disagree,Disagree,Disagree,Agree,75,Agree,Disagree,Strongly Agree,Strongly Agree,75,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree
CLI-2026-04,2016,Texas,Male,70-79,Clinton,58.44,9,9,Disagree,Disagree,Agree,58.33,Agree,Strongly Agree,Strongly Agree,Agree,87.5,Agree,Strongly Agree,Strongly Disagree,8.33,Strongly Agree,Disagree,Disagree,50,Agree,Agree,Agree,Disagree,55,Agree,Disagree,Disagree,Agree,Disagree,55,Strongly Disagree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Disagree,30,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,65.63,Agree,Agree,Agree,Don't Know,Disagree,72.75,Agree,Disagree,Strongly Disagree,Agree,68.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Disagree,,Agree,Strongly Agree,Agree,Agree
CLI-2026-04,2016,Texas,Male,50-59,Clinton,57.04,6,5,Agree,Agree,Disagree,41.67,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,50.42,Disagree,Strongly Disagree,Agree,Don't Know,37.5,Disagree,Don't Know,Agree,Agree,Disagree,52.5,Don't Know,Don't Know,Don't Know,Agree,Don't Know,42.75,Don't Know,Don't Know,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,70.31,Agree,Agree,Agree,Don't Know,Don't Know,74.5,Disagree,Agree,Disagree,Agree,62.5,Don't Know,Don't Know,Agree,Agree,73.75,Strongly Disagree,Disagree,Don't Know,Don't Know,Don't Know,Agree,Agree,Agree,Disagree
CLI-2026-04,2016,Texas,Male,60-69,Clinton,62.32,9,8,Agree,Neither Agree Nor Disagree,Disagree,50,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Disagree,8.33,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,41.67,Disagree,Agree,Disagree,Disagree,75,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Disagree,45,Neither Agree Nor Disagree,Agree,Agree,Agree,Disagree,60,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Don't Know,67.19,Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Disagree,88.25,Disagree,Disagree,Disagree,Agree,75,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Strongly Disagree,Neither Agree Nor Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Texas,Female,40-49,Clinton,55.61,9,9,Agree,Strongly Agree,Strongly Agree,8.33,Agree,Agree,Strongly Agree,Agree,81.25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Agree,Neither Agree Nor Disagree,33.33,Neither Agree Nor Disagree,Strongly Agree,Disagree,Neither Agree Nor Disagree,70,Agree,Agree,Disagree,Agree,Agree,55,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,40,Don't Know,Don't Know,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Don't Know,57.97,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,89,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Don't Know,Agree,72.81,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree
CLI-2026-04,2016,Texas,Male,40-49,Clinton,59.59,9,10,Disagree,Neither Agree Nor Disagree,Strongly Disagree,75,Disagree,Disagree,Neither Agree Nor Disagree,Strongly Agree,50,Strongly Agree,Agree,Strongly Disagree,8.33,Don't Know,Don't Know,Don't Know,58.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Disagree,60,Agree,Disagree,Agree,Agree,Strongly Disagree,60,Agree,Agree,Disagree,Disagree,Don't Know,62.75,Don't Know,Disagree,Agree,Agree,Disagree,Don't Know,Strongly Agree,Disagree,66.88,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,89.25,Disagree,Agree,Disagree,Agree,62.5,Agree,Disagree,Disagree,Disagree,37.5,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
CLI-2026-04,2016,Texas,Male,50-59,Clinton,53.06,7,2,Agree,Strongly Disagree,Strongly Disagree,75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,62.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Disagree,Disagree,Disagree,75,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Disagree,60,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,15,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Agree,Disagree,45,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,Agree,Neither Agree Nor Disagree,75,Agree,Agree,Agree,Neither Agree Nor Disagree,Agree,60,Disagree,Agree,Disagree,Neither Agree Nor Disagree,56.25,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,43.75,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Strongly Disagree
